fatality,Franklin,"1. A two year old male child died on May 5, 2013 as a result of drowning. FranklinCounty Children & Youth Services substantiated the report in June 2013, naming thematernal grandmother as the perpetrator for lack of supervision. At the time of incident,the family lived in the maternal grandmother’s home and the maternal grandmother wasbabysitting the children while the mother was working. The mother left for work around7:30 am. At approximately 8:00 am, the maternal uncle checked on the child and toldthe maternal grandmother that the child was still asleep. The maternal grandmotherstayed in her bedroom until 10:00 am at which time she got up and found the door tothe home slightly cracked. The grandmother thought that the mother had not shut thedoor tightly when she left for work, so she shut the door. At approximately 11:45 am,the maternal grandmother asked the child’s sibling’s father, who was visiting the home,to look for the child. He was unable to find the child inside the house, so he proceededto look outside. The father of the sibling found the child unresponsive in the pool,removed the child from the water, and performed CPR until paramedics arrived. Theparamedics were unable to revive the child. The autopsy report determined that thechild was in the pool for over 2 hours. The mother was not involved in the incident andwill be ensuring the safety of the 7 year old sister. The maternal grandmother will notbe unsupervised with the surviving child. The child’s biological father was incarceratedin the Franklin County Jail at the time of incident for an unrelated matter and was notconsidered a resource for the child. No criminal charges were filed regarding thisincident. Franklin County Children & Youth Services was involved with the family inMay 2012 due to allegations of sexual abuse of the sister by a relative. That case wassubstantiated and closed in June 2012 with no further services being provided.Huntingdon County"
fatality,Huntingdon,"2. A two year old male child died on March 23, 2013 from a gunshot wound.Huntingdon County Children & Youth Services substantiated the report in May 2013,naming the father as the perpetrator. On the date of the child’s death, the motherbrought the child to the paternal grandparents’ home for a supervised visit with thefather. When the mother entered the home, the father hit her in the back of the headand then grabbed the child. The father put a gun to the child’s neck and shot the child.The mother grabbed the child from the father and laid him on the ground. The fatherthen shot mother in the knees. The paternal grandmother then came out and yelled atthe father to stop. The father shot at the paternal grandmother and missed. The fathergrabbed the child’s body and put him in the back of his car. The mother ran around the2013 2nd Quarter FatalitiesApril 1 – June 30 2013 2car and tried to get the child’s body out of the car at which time the father shot themother in the face. The mother was able to retrieve the child’s body, which she broughtinto the paternal grandparents’ home. At this time, the mother realized that the childwas dead. The mother stated that she was not aware that she had been shot at thispoint and was covering the child with her own body and did not want to let him go. Thefather fled in his vehicle and was later found dead of a self-inflicted gunshot wound.There were no other children in the home. The family was not known to HuntingdonCounty Children and Youth Services before this incident; however, the mother receivedservices from Huntingdon County Domestic Violence when she initially separated from court-ordered visitation from January to July of 2011. The father had a history of mentalhealth problems and inpatient hospitalizations."
fatality,Indiana,"3. A ten month old male child, died on May 19, 2013 due to injuries sustained fromphysical abuse. Indiana County Children and Youth Services substantiated the report inMay 2013 and named the stepfather as the perpetrator. On the evening of May 17,2013, the victim child was left at home with his stepfather and maternal grandmotherwhile his mother was taken to the hospital to give birth. The mother called the maternalgrandmother to come over and stay with the child while she went into labor, as thestepfather was not allowed to be alone with the child per a safety plan. The safety planwas in place due to a recent incident in which the child fell from a dresser and broke hisfemur while in the stepfather’s care. Due to the broken femur, the child was in a halfbody cast. Later in the evening on the date of incident, the stepfather was woken up inthe middle of the night by the child’s fussing. The stepfather brought the child into hisroom, where he was sleeping with his own six-year old son. The stepfather stated thevictim child continued fussing, so the stepfather put his hand over the child’s mouth andnose, causing him to suffocate. The stepfather says that when the victim child lostconsciousness, the stepfather performed CPR while the maternal grandmother called 911. The child was resuscitated, but eventually died at the hospital. There were threeother children in the household. The six-year old stepbrother was placed in the custodyof his biological mother in Colorado. The two half-brothers are still in their biologicalmother’s care. One of the half brothers is the perpetrator’s son and he is allowedsupervised visits with his father in prison. The family was known to Indiana CountyChildren and Youth Services. In 2007, the mother lost custody of two of her childrendue to her drug use. Both the mother and stepfather received methadone treatment. In2011, the biological mother was able to regain custody of the two children and the casewas closed. The incident which led to the broken femur was still under investigation2013 2nd Quarter FatalitiesApril 1 – June 30 2013 3when the child died. The stepfather has been charged with homicide, aggravatedassault, endangering the welfare of a child, and recklessly endangering the welfare of a child. He is currently incarcerated and his trial is scheduled for February 24, 2014."
fatality,Philadelphia,"4. A two month old male child died on April 10, 2013 as a result of blunt force traumasustained during physical abuse. Philadelphia Department of Human Servicessubstantiated the case in May 2013, naming the father as the perpetrator. The childwas brought to the Emergency Room in cardiac arrest on April 9, 2013, but died thefollowing day. The child had clavicle and rib fractures of varying ages, as well asinternal injuries and bleeding. The father said that he pounded on the child’s chestwhile performing CPR and suggested this may be how the child’s ribs were broken. Theadmitting physician described the child’s injuries as typical of what is seen when apatient is ejected from a vehicle during a car accident, not something caused byadministration of CPR. The father then admitted to police that he caused the child’sinjuries. The child has four siblings. Three of these siblings have been removed fromthe parents’ care and placed in the custody of the maternal grandmother, due to twocharges of Abuse of a Child against the mother in New Jersey. The fourth sibling is aninfant, who was born in New Jersey a few months before this incident. Detailsregarding the involvement by New Jersey Division of Youth and Family Servicessurrounding this incident remain unavailable.This family has a history with Philadelphia Department of Human Services and the NewJersey Department of Child Protection and Permanency (at the time, the agency wasreferred to as the New Jersey Division of Youth and Family Services). In February2007, Philadelphia Department of Human Services received a general protectiveservices referral regarding possible neglect of the sister’s medical issues. The referral was accepted and the family received Family Preservation Services until July 2007.Then in July 2008, another referral was received regarding the sister’s medical conditionand treatment. SCOH (Services to Children in their Own Homes) services were provided from July 2008 until February 2009.The family moved to New Jersey sometime after February 2009 and the family had alengthy involvement with NJ Department of Child Protection and Permanency as follows. The mother was arrested for child abuse in New Jersey in 2010. Detailsregarding this arrest continue to be unavailable. The maternal grandmother obtainedcustody of the children and agreed that the mother would only have supervised contactwith the children and that the mother would not reside in the same home. New Jerseyregistered the court order with Pennsylvania, as required by the Uniform Child-Custody2013 2nd Quarter FatalitiesApril 1 – June 30 2013 4Jurisdiction and Enforcement Act. On Jan. 20, 2012, the mother was sentenced to fouryears of probation for both counts of abusing a child. In January 2013, there wasanother referral to the NJ Department of Child Protection and Permanency, after themother tested positive for marijuana and amphetamines during her pregnancy. Theinfant was born with Neo Abstinence Syndrome (NAS), and was prescribedPhenobarbital. No services were planned for the family, as the mother was receivingsubstance abuse treatment. A supplemental report received on Jan. 9, 2013 allegedthat infant’s drug screen was positive for amphetamines and marijuana. The infant was discharged from the hospital to his parents on March 26, 2013. In April 2013, anotherreferral was made to NJ Department of Child Protection and Permanency when theparents failed to keep the infant’s follow-up appointments after discharge from thehospital. The reporting source indicated that the medication prescribed for the childneeded to be monitored by blood work and evaluation by his primary physician. Thisreport was still pending when the fatality report was received in Pennsylvania. Thefather was charged with murder and is currently incarcerated."
fatality,Philadelphia,"5. A one year old male child died on June 11, 2013 as a result of multiple traumasustained during a fall from a fifth story window. Philadelphia Department of HumanServices substantiated the case in July 2013, naming the mother as the perpetrator forlack of supervision. At the time of incident, the mother was cleaning in another room.The mother informed the police that the child and his 3-year old sister were playing in abedroom near an open window without a screen. The screen was removed by amaintenance worker, although it is not clear when the screen was removed. There wasa chest of drawers next to the window and the drawers were opened, allowing the childto climb up to the window. After the child climbed up on the dresser and fell, the siblingwent to her mother and told her what happened. The child died of cardiac arrestfollowing an intracranial injury caused upon impact. The mother was the primarycaretaker for the children at the time of incident. A safety assessment was conductedand the child’s sibling was placed with her father and paternal grandmother. Thesibling’s father filed a petition for custody of the child’s sibling. The mother refused tobe interviewed at the advice of her lawyer. The mother’s whereabouts are unknown atthe time of this writing. The family became known to Philadelphia Department ofHuman Services in February 2012 when a general protective services referral wasreceived regarding a lack of supervision. The report alleged that both children werefound alone in the apartment building basement by a neighbor. When the mother cameto the basement after the children were found, she stated that she did not know that thechildren had left the apartment. The report was unsubstantiated and the case was closed in March 2012."
fatality,Philadelphia,"6.  A five month old female child died on June 24, 2013 due to injuries sustained during an incident of physical abuse on June 21, 2013.  The Philadelphia Department of Human Services substantiated the report in July 2013, naming the father as the perpetrator.  On June 21, 2013, the father found the child unresponsive in her crib.  The maternal grandfather performed CPR on the child and the father called 911.  When the child arrived at the hospital, she was in cardiac arrest and was not breathing.  The child had bruising on multiple areas of the body, bite marks, a skull fracture, intracranial bleeding, bilateral retinal detachment, rib fractures, and a severe diaper rash.  The father accompanied the child to the hospital and was unable to explain the child’s injuries.  The father did not appear appropriately concerned for the child’s well-being at the hospital.  The mother was at work at the time of incident and met the child and father at the hospital.  The father was not living in the home at the time of incident, but was there for several days to take care of the child while the mother was at work, because the child’s usual babysitter was unavailable.  A six year old cousin of the child was in the home at the time of incident and reported that he saw the father shaking and biting the child.  The child was declared brain dead.  The child was removed from life support and pronounced deceased on June 24, 2013.  The Medical Examiner’s Office ruled the child’s death as a homicide.  The father is being charged with aggravated assault, endangering the welfare of children, and simple assault.  He is currently incarcerated.    There are no services being provided as the child was the only minor in the immediate family. The family was not known to Philadelphia Department of Human Services prior to this incident."
near fatality,Blair,"1 & 2. A three year old male child and his one year old sister nearly died on June 20,2013, due to poisoning as a result of a lack of supervision. Blair County Children andYouth Services substantiated reports on both children in Aug. 2013, naming the mother,the mother’s paramour, and two adult household members as perpetrators for lack ofsupervision. The two victim children were sharing one bedroom, while the mother andher infant slept in a different bedroom. The mother slept until sometime after noon.While the mother was sleeping, the children woke up and found several psychiatricmedications in a baby-wipe container in their bedroom and ingested the medications.Allegedly, the owner of the home babysits a child who is prescribed the medications,and the homeowner was keeping them stored in the container. Sometime after noon onthe date of incident, the mother found both children unresponsive on the floor,2013 2nd Quarter FatalitiesApril 1 – June 30 2013 6surrounded by pills and empty prescription bottles. The mother did not seek immediatemedical treatment due to fear of Children and Youth Services becoming involved;instead, the mother bathed the children in an attempt to get them to wake up. Atapproximately 4:20 pm, the mother put the children in the car and started driving to thehospital. The mother contacted Poison Control while driving and was instructed to pull over and call 911. An ambulance then transported the children to the hospital. Thechildren were examined and then life-flighted to another hospital. The father was ruledout as a resource due to chronic homelessness, immaturity, and anger managementconcerns. No kinship resources could be identified. The parents initially agreed to signa voluntary placement agreement; however, the father later rescinded his agreement.The father wanted to take both children from the hospital against medical advice. Thehospital police intervened and Blair County Children and Youth Services obtainedemergency custody of both children through the Blair County Court. The three-year oldmale child was discharged from the hospital on June 22, 2013 and was placed withfoster parents. The two-year old sister was discharged on June 24, 2013 and is now isin the same foster home as her brother. The sister’s condition was more severe whenthe children were admitted; however, she was seen for a follow-up appointment twoweeks after discharge and does not need additional medical care at this time. Neitherof the children has any lasting medical conditions or impairments due to this incident.There is a male half-sibling who is now residing with his biological father, and all contactwith the mother will be supervised by the biological father. There are no criminalcharges pending at this time.Blair County Children and Youth Services was first made aware of this family in thesummer of 2010 due to general protective service concerns, including domesticviolence, mother’s alcohol use, inappropriate environmental conditions in the home, andpossible medical neglect of the male child. The family was opened for services until2011, when they moved to California. The family returned to the area in June 2012, andanother general protective services referral was received the same month which allegedunstable living conditions, inappropriate discipline, and suspected neglect. Blair CountyChildren and Youth Services helped the mother file for benefits in Pennsylvania,including food stamps, cash assistance, and housing. The case was closed in early July 2012. Blair County Children and Youth services received a fifth general protectiveservices referral in Nov. 2012 concerning the mother’s paramour being violent towardsher and rough with the children. This report was screened out on Nov. 14, 2012because the mother and children left the mother’s paramour and moved in with thematernal grandmother. A sixth referral was made in Dec. 2012, when mother testedpositive for marijuana at the birth of her youngest child and then left the hospital with thebaby before meeting with social services. Blair County Children and Youth Services2013 2nd Quarter FatalitiesApril 1 – June 30 2013 7arranged for the mother and infant to receive home nursing care, as well as Headstartfor the oldest male child. The mother did not identify any other needs, and the referral was closed at the end of Jan. 2013. A seventh general protective service referral wasreceived at the end of Feb. 2013, alleging that the mother and her paramour neglect thechildren. This report was unsubstantiated and closed on March 15, 2013, after it wasverified that the home was appropriate. An eighth general protective services referralwas received in March 2013 for neglect. The report alleged that the three-year old malechild choked on a penny and that the mother and her paramour did not intervenebecause they were locked in their bedroom. The report also alleged that the motherand her paramour yell at the children and use inappropriate discipline. The mother andher paramour denied all allegations and there were no physical findings. Blair CountyChildren and Youth Services referred the mother and her paramour to parenting education and counseling, and the case was closed in April 2013."
near fatality,Delaware,"3. A two year old male child nearly died on May 26, 2013 due to injuries received fromphysical abuse. Delaware County Children and Youth Services substantiated the casein May 2013 and named the child’s legal guardians as perpetrators (the male legalguardian is named as a perpetrator by commission, the female legal guardian as aperpetrator by omission). The child had been living with the legal guardians since April2013 when his mother dropped the child off at their home. The mother told them sheneeded them to watch the child for a couple of days as she did not have housing,money, or food. The child’s father is incarcerated in a state prison and is not a resourcefor the child. The mother never came back to check on the child and subsequently the legal guardians were awarded partial custody of the child on May 24. The child wasbrought to the hospital emergency room unresponsive by both legal guardians on theevening of the incident. The victim child was immediately intubated and physiciansnoted small circular bruises all over his body. Exams revealed that the child had alacerated liver, bowel edema, and scattered perfusion of the kidneys (suggestive ofshock). The hospital physician stated the child was in critical condition and the incidentwas labeled as a near fatality. The legal guardians, who are married, were interviewedat the hospital. The wife stated that when she left the home, everything was fine. Thehusband was the only caregiver for the child prior to his hospitalization. The husbandstated he checked on the child around 9:30 pm and found him limp and barelyresponsive. He stated the victim child was at a block party earlier in the day and musthave injured himself while playing on a moon bounce. Adults who attended the partywere questioned and they all stated that nothing happened at the party and that thechild was fine when he left. Physicians at the hospital stated that the distribution of2013 2nd Quarter FatalitiesApril 1 – June 30 2013 8bruises over the child’s chest, abdomen, and left thigh is highly suggestive of blunt forcetrauma. The male guardian was substantiated as the perpetrator by commission basedon the medical evidence and Delaware County Children and Youth Servicesinvestigation. The child was discharged from the hospital into foster care on June 11, 2013. The child was placed into the care of his paternal great aunt and uncle. Thejudge also put a no contact order in place between the child and his legal guardians.While the mother cooperated with developing a family service plan with the agency, sheis not currently involved with the child and her whereabouts are unknown. The malelegal guardian was arrested and charged with aggravated assault, simple assault,recklessly endangering another person, and endangering the welfare of a child. He wasable to post bail. He has waived his preliminary hearing and is waiting for his trial to begin in Feb. 2014."
near fatality,McKean,"4.  An 11 year old female child nearly died on April 1, 2013 due to a head injury. McKean County Children and Youth Services substantiated the case in May 2013. The mother’s paramour is named the perpetrator by commission and the mother as a perpetrator by omission for failing to protect the child.   The child was unresponsive upon arrival to the hospital.  She had a subdural hematoma, as well as multiple bruises on her back.  The child’s mother initially stated that child was running through the home with her sister and she fell and struck her head on a metal pipe.  The hospital felt that the mother’s report was inconsistent with the child’s injuries and stated that the child’s injuries were not self-induced and it was suspected that the injuries were the result of non-accidental trauma.  The mother’s paramour subsequently admitted that he assaulted the child.  The mother’s paramour is presently in the McKean County jail.  Both the victim child and younger sibling reside with the father and paternal aunt in Lancaster County.  There are no other children in the care of the mother or her paramour.  Lancaster County Children and Youth completed a safety assessment of the father’s home and found no conerns. The McKean County dependency petition was dismissed by the court.  Approximately two weeks prior to the near fatality, the family was referred to McKean County Children and Youth Services because the victim child sustained a black eye. The allegations were that the child was injured during a fall.  The incident was called into ChildLine and then given to McKean County Children and Youth Services as a General Protective Services (GPS) report.  McKean County Children and Youth Services was unable to substantiate the report.  At the time of the near fatality report, McKean County had not made a decision about whether to open the case for services based on the GPS report."
near fatality,Montgomery,"5. A nine month old female child nearly died on May 29, 2013 due to burns. The casewas investigated by Montgomery County Children and Youth Services andsubstantiated in July 2013 with the mother as the perpetrator for physical abuse. Themother took the child to the hospital and admitted to hospital staff that she wanted thechild to stop crying, so she immersed the child’s head in hot water. The child had firstand second degree burns on five percent of her body, including her face, chest, upperback, and shoulders. The mother stated that she was aware that putting the child’shead in very hot water would hurt the child and that she did this to make the child stopcrying. Montgomery County Children and Youth Services developed a safety plan thatthe mother was not to have any contact with the child. The child was discharged fromthe hospital on May 30, 2013 into the care of the maternal grandmother. The motherwas hospitalized for psychiatric concerns for one week following this incident. Themother has had two supervised visits with the child, but her visitations have beensuspended at this time, pending the results of her most recent psychiatric evaluation.There are pending criminal charges against the mother for Simple Assault, AggravatedAssault, Endangering Welfare of Children, and Recklessly Endangering Another Person, with a court hearing scheduled for April 2014. There were no other children inthe home. The family was not known to Montgomery County Children and YouthServices prior to this report."
